ProductID;Title;Category;Stock;Available;LOT;Pcs;AgeInDays;COGS;Excise;CPU;Total;GrandTotal
1021791;Suntory Toki;;21;21;24/01/2022;23;9;15,7;4,62;0,7872;21,1072;443,25
1004700;Talisker 10 Year Old;;1;1;16/08/2021;1;170;13,12;4,158;0,3608;17,6388;17,64
1007350;Talisker Port Ruighe;;3;3;28/04/2021;3;280;17,5;3,696;0,5665;21,7625;65,29
1007466;Talisker Skye;;2;2;31/05/2021;2;247;25,5;3,696;0,3277;29,5237;59,05
1022477;Tamdhu 10 Year Old (Old Bottling);;6;6;28/12/2021;7;36;12,9853;3,5112;0,3914;16,8879;101,33
1024010;Tamnavulin Sherry Cask Edition;;2;2;28/12/2021;2;36;56,4;3,9732;0,3704;60,7436;121,49
2100007193;Tamnavulin Tempranillo Cask Edition (1L);;5;5;28/12/2021;5;36;13,25;3,696;0,3704;17,3164;86,58
1007308;Teeling Single Grain Irish Whiskey;;11;11;01/06/2021;11;246;18,8;3,696;0,6621;23,1581;254,74
1017397;Teeling Single Malt Irish Whiskey;;3;3;28/12/2021;3;36;16,5;3,696;0,3704;20,5664;61,7
1007295;Teeling Small Batch Irish Whiskey;;5;5;22/12/2021;5;42;37,99;3,696;0,8636;42,5496;212,75
1023036;Templeton 6 Year Old Rye Whiskey;;7;7;27/12/2021;7;37;75,7;3,696;0,7996;80,1956;561,37
2100005936;The Arran 18 Year Old;;9;9;20/12/2021;9;44;12,16;3,696;0,597;16,453;148,08
2100006251;The Balvenie 12 Year Old DoubleWood;;112;112;30/11/2020;112;429;0;5,1282;0,3639;5,4921;615,12
1023193;The Balvenie A Day of Dark Barley 26 Year Old;;201;201;30/11/2020;201;429;0;3,7422;0,3639;4,1061;825,33
1021783;The Balvenie Tun 1509 Batch #1;;35;35;30/11/2020;35;429;0;5,1282;0,3639;5,4921;192,22
1024226;The Bay Seasoned Vodka;;49;49;04/01/2022;49;29;0;4,95;0,6725;5,6225;275,5
1013244;The Dalmore 12 Year Old;;28;28;14/07/2020;27;568;20,8541;3,696;0,0006;24,5507;687,42
1005609;The Dalmore 15 Year Old;;1;1;21/09/2018;1;1230;137,75;4,9896;0;142,7396;142,74
1024443;The Dalmore 27 Year Old 1992 Cask Strength Collection;;1;1;21/09/2018;1;1230;137,75;4,7124;0;142,4624;142,46
1022381;The Dalmore Cigar Malt Reserve (700mL);;9;9;19/10/2021;1;106;12,2623;3,696;0,5204;16,4787;148,31
2100007586;The Dublin Liberties 5 Year Old Oak Devil;;9;9;02/12/2021;8;62;12,2623;3,696;0,5204;16,4787;148,31
1016868;The Epicurean Blended Scotch Whisky;;12;12;14/12/2021;3;50;10,3;3,7422;0,4334;14,4756;173,71
2100007409;The Gauldrons Campbeltown Blended Malt Whisky;;12;12;28/12/2021;9;36;10,3;3,7422;0,4334;14,4756;173,71
2100006201;The GlenDronach 26 Year Old 1993;;1;1;26/10/2021;1;99;27,75;3,696;0,4837;31,9297;31,93
1024445;The Glenlivet 12 Year Old 1960s;;4;4;24/01/2022;4;9;27,7;3,696;0,7872;32,1832;128,73
1007499;The Glenlivet Founder's Reserve;;4;4;12/11/2020;5;447;32,5363;3,696;0,3065;36,5388;146,16
1022750;The Glenrothes 10 Year Old;;1;1;26/10/2021;1;99;80,0004;3,6965;0,579;84,2759;84,28
1006206;The Ileach Cask Strength;;6;6;24/01/2022;6;9;20;3,696;1,3942;25,0902;150,54
1005074;The Ileach Peaty;;7;7;14/09/2021;7;141;13;3,5112;0;16,5112;115,58
1008325;The Irishman Founder's Reserve;;1;1;16/10/2020;1;474;851,59;4,9711;0;856,5611;856,56
1009595;The Irishman Single Malt Irish Whiskey (1L);;2;2;23/11/2021;2;71;27,5;3,696;0,4872;31,6832;63,37
1024449;The Macallan 12 Year Old 1980s (Giovinetti Import);;1;1;23/06/2021;1;224;536,0189;4,257;0;540,2759;540,28
2100006195;The Macallan 18 Year Old 1990 Sherry Oak;;1;1;23/06/2021;1;224;104,5891;3,696;0;108,2851;108,29
1023978;The Macallan 18 Year Old Double Cask;;40;40;18/10/2016;40;1933;15,3691;2,7509;0;18,12;724,8
1021717;The Quiet Man 8 Year Old;;10;10;02/04/2021;10;306;9,4984;3,696;0,4865;13,6809;136,81
2100007430;The Rum Factory 10 Year Old;;10;10;09/09/2021;4;146;18,1384;3,8808;0;22,0192;220,19
2100007420;The Singleton Of Dufftown 12 Year Old;;10;10;23/12/2021;6;41;18,1384;3,8808;0;22,0192;220,19
1023992;The Singleton of Dufftown Fruity Decadence 15 Year Old;;6;6;10/11/2021;6;84;13,524;3,696;0;17,22;103,32
1022808;The Stillery First Dinkelwheat Vodka;;1;1;03/11/2020;2;456;24,5;3,696;0,3828;28,5788;28,58
2100006766;The Tottori Blended Japanese Whisky;;9;9;22/12/2021;9;42;7,15;3,696;0,8636;11,7096;105,39
2100006911;The Tottori Blended Japanese Whisky (500ml);;3;3;03/01/2022;3;30;17,19;2,31;0,7075;20,2075;60,62
2100006569;The Tyrconnell 15 Year Old Madeira Cask Finish;;3;3;03/01/2022;4;30;27,24;4,8048;0,7075;32,7523;98,26
2100006799;The Tyrconnell Single Malt Irish Whiskey;;6;6;03/01/2022;6;30;32,0516;3,696;0,619;36,3666;218,2
1022593;Togouchi 9 Year Old;;8;8;08/04/2019;8;1031;38,342;4,2504;0;42,5924;340,74
1004901;Tomatin 25 Year Old;;1;1;30/04/2018;1;1374;34,5827;0,2673;0;34,85;34,85
1011511;Tomatin Cask Strength;;1;1;17/06/2019;1;961;58,45;4,455;0;62,905;62,91
1021462;Tomatin Legacy;;6;6;28/12/2021;6;36;30,5;3,696;0,3704;34,5664;207,4
2100007189;Torres 20 Hors d'Age Brandy;;6;6;24/01/2022;6;9;19,45;0;1,3942;20,8442;125,07
1009092;Torres 30 Jaime I. Brandy Reserva de la Famiglia;;136;136;14/12/2021;137;50;0;2,97;0,928;3,898;530,13
1022458;Tullibardine 10 Year Old;;15;15;23/12/2020;15;406;14,258;3,96;8,6942;26,9122;403,68
2100007415;Tullibardine 15 Year Old;;4;4;17/12/2020;4;412;22,8115;3,8346;0,385;27,0311;108,12
1021540;Tullibardine 225 Sauternes Finish Scotch;;2;2;01/06/2021;2;246;18,1;3,9732;0,6621;22,7353;45,47
1011678;Tullibardine 228 Burgundy Cask Finish;;7;7;07/12/2021;2;57;12,0954;3,8438;0,7399;16,6791;116,75
1015859;Tullibardine 500 Sherry Cask Finish;;7;7;24/01/2022;6;9;12,0954;3,8438;0,7399;16,6791;116,75
1015576;Tullibardine Sovereign;;3;3;28/12/2021;3;36;17,9;1,914;0,3976;20,2116;60,63
1023017;Turquoise Bay Amber Rum;;31;31;29/12/2016;31;1861;12,964;3,036;0;16;496
2100006512;Ukiyo Japanese Yuzu Gin;;5;5;03/01/2022;6;30;16,76;3,696;0,7075;21,1635;105,82
2100005950;Uncle Nearest 1856 Premium Aged Whiskey;;3;3;28/12/2021;3;36;39,95;4,4352;0,3704;44,7556;134,27
1021781;Vault Selection IX.;;17;17;15/11/2017;17;1540;17,5;4,7817;0,8125;23,0942;392,6
1021780;Vault Selection VIII.;;114;114;28/03/2019;114;1042;24,44;4,3613;0,8621;29,6634;3.381,63
2100005958;Vera Aperitivo Classico;;23;23;09/12/2020;23;420;29,77;4,9711;1,15;35,8911;825,5
2100007374;Vera Aperitivø Herbal;;1;1;16/11/2017;1;1539;658,0405;4,6754;0;662,7159;662,72
2100007375;Vera Aromaticø;;9;9;14/12/2021;9;50;12,95;3,696;0,5145;17,1605;154,44
2100005006;Vera Ginø;;4;4;23/11/2021;1;71;36,4987;4,2504;0,4949;41,244;164,98
1023634;Very Olde St. Nick Cask Strength Summer Rye;;4;4;14/12/2021;3;50;36,4987;4,2504;0,4949;41,244;164,98
1021734;Viuva Jose Gomes da Silva & Filhos Collares Genuino 1962;;8;8;14/12/2021;8;50;10,75;3,696;0,5145;14,9605;119,68
2100006318;Waterford Single Farm Origin Hook Head Edition 1.1;;1;1;31/05/2021;1;247;32,31;4,62;0,2917;37,2217;37,22
2100007240;West Cork IPA Cask Finish Blended Irish Whiskey;;4;4;31/05/2021;3;247;17,45;3,696;0,2917;21,4377;85,75
2100007238;West Cork Virgin Oak Cask Finish Single Malt Irish Whiskey;;1;1;22/12/2021;1;42;5,4025;3,7884;2,656;11,8469;11,85
1024527;Westward American Single Malt Pinot Noir Cask Finish;;53;53;14/05/2021;53;264;13;4,158;0;17,158;909,37
1022218;Westward American Single Malt Whiskey;;15;15;01/09/2021;9;154;11,2666;1,848;0,5707;13,6853;205,28
1023382;Westward Whiskey Oregon Stout Cask;;15;15;03/01/2022;6;30;11,2666;1,848;0,5707;13,6853;205,28
1024447;WhiskySponge 27 Year Old 1992 Edition No.17;;3;3;28/12/2021;3;36;37;3,9732;0,3704;41,3436;124,03
1023542;Whitley Neill Aloe & Cucumber Handcrafted Gin;;6;6;24/01/2022;6;9;15,5;0;1,3942;16,8942;101,37
1023544;Whitley Neill Blood Orange Handcrafted Gin;;4;4;23/11/2021;5;71;13,1713;3,9886;0,4449;17,6048;70,42
1023878;Whitley Neill Quince Handcrafted Gin;;3;3;02/12/2021;2;62;27,25;3,9732;0,6152;31,8384;95,52
1023877;Whitley Neill Rhubarb & Ginger Handcrafted Gin;;3;3;20/12/2021;1;44;27,25;3,9732;0,6152;31,8384;95,52
1022336;William Larue Weller 2013 Release (Tasting Sample);;20;20;22/12/2021;20;42;14,99;3,9732;0,7498;19,713;394,26
1022489;William Larue Weller 2017 Release (Tasting Sample);;1;1;13/09/2021;1;142;20,95;4,2319;0,5489;25,7308;25,73
1017389;Williams Great British Extra Dry Gin;;3;3;21/12/2020;3;408;24,6378;4,2319;0,4043;29,274;87,82
1022584;Wolfburn Aurora;;3;3;09/03/2021;6;330;24,6378;4,2319;0,4043;29,274;87,82
1023292;Wolfburn Langskip;;1;1;23/11/2021;1;71;20,4;4,2319;0,4789;25,1108;25,11
1023291;Wolfburn Morven;;1;1;28/03/2018;1;1407;72,8228;3,696;0;76,5188;76,52
1004109;Woodford Reserve Distiller's Select Bourbon Whiskey;;4;4;28/12/2021;5;36;11,95;3,696;0,3704;16,0164;64,07
1024008;Writers' Tears Japanese Mizunara Cask Finish;;1;1;10/11/2021;1;84;19,9;5,28;0,4848;25,6648;25,66
1023095;XM Rum Supreme 15 Year Old;;12;12;24/01/2022;6;9;16,725;4,2504;1,0907;22,0661;264,79
1005057;Yamazaki 12 Year Old;;12;12;24/01/2022;6;9;16,725;4,2504;1,0907;22,0661;264,79
1022629;Yamazaki 18 Year Old (Tasting sample);;4;4;22/11/2021;4;72;19,99;4,2504;0,7255;24,9659;99,86
1022098;Yamazaki 1993 Single Cask No. 3Q70048 Heavily Peated (Tasting sample);;20;20;07/12/2021;12;57;12,0352;4,2504;0,5496;16,8352;336,7
1022108;Yamazaki 2015 Limited Edition (Tasting sample);;20;20;28/12/2021;8;36;12,0352;4,2504;0,5496;16,8352;336,7
1022228;Yamazaki 2016 Limited Edition (Tasting Sample);;7;7;02/12/2021;1;62;16,19;4,2273;0,6341;21,0514;147,36
1024482;Yamazakura Fine Blended Whisky;;7;7;03/01/2022;6;30;16,19;4,2273;0,6341;21,0514;147,36
1024146;Yellow Rose Rye Whiskey;;6;6;22/12/2021;6;42;55,5;4,2504;0,8636;60,614;363,68
1022785;Yellowstone Select Bourbon;;1;1;23/11/2021;1;71;33,5;3,696;0,4789;37,6749;37,67
1004450;Yoichi 15 Year Old;;1;1;16/10/2020;1;474;621,6;4,4167;0;626,0167;626,02
1007379;Zuidam Millstone 100 Rye Whisky;;1;1;16/10/2020;1;474;385,39;4,352;0;389,742;389,74
